0.034481941,0.002702468,3.61293E-06,0.019665154,0.000166015,0.014271056,0.013154662,4.33551E-05,1.44517E-05
0.077309284,0.007219418,1.3008E-05,0.019299478,0.00020949,0.012470298,0.013350504,1.73439E-05,1.73439E-05
0.052151104,0.011212529,2.08489E-05,0.021682838,0.000333874,0.00839376,0.013676867,4.16978E-05,4.16978E-06
0.039874797,0.009179309,4.31733E-05,0.027215787,0.001936887,0.008581524,0.015545711,0.000112915,2.65682E-05
0.033899872,0.00590275,7.66067E-05,0.023453754,0.001960139,0.007850173,0.018663817,0.000161277,6.45109E-05
0.046889846,0.009087505,0.000839685,0.011621102,0.025050481,0.005252578,0.060675456,0.000308975,6.9065E-05
0.040027753,0.009629282,0.001941233,0.008687496,0.024105958,0.005773725,0.099098961,0.000934098,6.15044E-05
0.010056947,0.004558516,0.007300779,0.005114917,0.047482885,0.002686623,0.15590759,0.002285219,0.000270252
0.004548396,0.004847115,0.014528927,0.003754341,0.042146998,0.001448753,0.227963425,0.002814721,0.000728516
0.001497149,0.004035749,0.015578409,0.002400539,0.045806846,0.000936796,0.229703111,0.005604045,0.000890792
0.000498239,0.004860054,0.022416527,0.001302921,0.04100687,0.000602797,0.139484797,0.067783307,0.008228812
0.000338398,0.003742793,0.016556433,0.000989965,0.050228777,0.000328892,0.083150524,0.024476157,0.038634966
0.000296426,0.00334172,0.02218687,0.0009388,0.051515967,0.000254641,0.0736933,0.031618567,0.036179668
0.000254455,0.002940646,0.027817308,0.000887634,0.052803158,0.00018039,0.064236076,0.038760977,0.03372437
0.000150358,0.003390064,0.018329127,0.000458603,0.030453139,6.89403E-05,0.06324523,0.044517448,0.044442513
0.000233333,0.001914535,0.022891459,0.000360571,0.02421209,0.000102109,0.028102185,0.041325241,0.04082108
8.43102E-05,0.001755133,0.000673912,0.000129598,0.003203787,4.44337E-05,0.007724066,0.004821062,0.017699443